Time,Open,High,Low,Close
02/01/2024 00:00,0.68069,0.68138,0.68051,0.6806
02/01/2024 01:00,0.6806,0.68126,0.68059,0.68091
02/01/2024 02:00,0.68091,0.68143,0.68082,0.68136
02/01/2024 03:00,0.68135,0.68224,0.68099,0.68121
02/01/2024 04:00,0.68121,0.68136,0.68024,0.68041
02/01/2024 05:00,0.68041,0.68188,0.6802,0.68143
02/01/2024 06:00,0.68143,0.68204,0.6813,0.68187
02/01/2024 07:00,0.68187,0.68388,0.68187,0.68383
02/01/2024 08:00,0.68383,0.68386,0.68242,0.68257
02/01/2024 09:00,0.68256,0.68302,0.68188,0.68194
02/01/2024 10:00,0.68195,0.68337,0.68195,0.68245
02/01/2024 11:00,0.68245,0.68325,0.68209,0.68214
02/01/2024 12:00,0.68214,0.6824,0.6811,0.68164
02/01/2024 13:00,0.68164,0.68164,0.67955,0.68001
02/01/2024 14:00,0.68001,0.68007,0.67843,0.67854
02/01/2024 15:00,0.67854,0.67899,0.67772,0.67796
02/01/2024 16:00,0.67797,0.67873,0.67739,0.67865
02/01/2024 17:00,0.67866,0.67908,0.6761,0.67679
02/01/2024 18:00,0.67678,0.678,0.67628,0.67704
02/01/2024 19:00,0.67704,0.67778,0.67687,0.67731
02/01/2024 20:00,0.67731,0.67736,0.67631,0.67645
02/01/2024 21:00,0.67644,0.67656,0.67604,0.67608
02/01/2024 22:00,0.67608,0.67627,0.67569,0.67579
02/01/2024 23:00,0.67571,0.67609,0.67563,0.67598
03/01/2024 00:00,0.67609,0.67657,0.67557,0.67642
03/01/2024 01:00,0.67648,0.67662,0.67639,0.67661
03/01/2024 02:00,0.67663,0.67703,0.67626,0.67637
03/01/2024 03:00,0.67636,0.67666,0.67518,0.6756
03/01/2024 04:00,0.6756,0.67566,0.67505,0.67551
03/01/2024 05:00,0.67551,0.67668,0.67529,0.67658
03/01/2024 06:00,0.67658,0.67683,0.67613,0.67627
03/01/2024 07:00,0.67627,0.67703,0.67605,0.67641
03/01/2024 08:00,0.67641,0.67699,0.67631,0.67659
03/01/2024 09:00,0.6766,0.67679,0.6755,0.67574
03/01/2024 10:00,0.67573,0.67604,0.67497,0.67559
03/01/2024 11:00,0.67559,0.6757,0.67451,0.67491
03/01/2024 12:00,0.6749,0.67513,0.67412,0.67423
03/01/2024 13:00,0.67423,0.67437,0.67279,0.67292
03/01/2024 14:00,0.67293,0.67362,0.67262,0.67271
03/01/2024 15:00,0.67271,0.67295,0.6712,0.67148
03/01/2024 16:00,0.67151,0.67222,0.6706,0.67193
03/01/2024 17:00,0.67183,0.67392,0.6702,0.6712
03/01/2024 18:00,0.67118,0.67258,0.671,0.67191
03/01/2024 19:00,0.67191,0.67219,0.67163,0.67201
03/01/2024 20:00,0.672,0.67274,0.67172,0.67208
03/01/2024 21:00,0.67208,0.67373,0.67068,0.67296
03/01/2024 22:00,0.67295,0.673,0.67225,0.67254
03/01/2024 23:00,0.67247,0.67321,0.67233,0.67306
04/01/2024 00:00,0.67277,0.67318,0.67103,0.67293
04/01/2024 01:00,0.67299,0.67345,0.67286,0.67343
04/01/2024 02:00,0.67344,0.67357,0.67275,0.67297
04/01/2024 03:00,0.67298,0.67335,0.67235,0.67299
04/01/2024 04:00,0.67299,0.67316,0.67206,0.67286
04/01/2024 05:00,0.67288,0.67465,0.67271,0.67387
04/01/2024 06:00,0.67387,0.67423,0.67358,0.67393
04/01/2024 07:00,0.67393,0.67438,0.67355,0.67395
04/01/2024 08:00,0.67395,0.67541,0.67394,0.67529
04/01/2024 09:00,0.67528,0.67597,0.67511,0.67538
04/01/2024 10:00,0.6754,0.67559,0.67424,0.67498
04/01/2024 11:00,0.67498,0.67515,0.67396,0.67429
04/01/2024 12:00,0.67429,0.67454,0.67305,0.67354
04/01/2024 13:00,0.67354,0.67389,0.67267,0.67285
04/01/2024 14:00,0.67285,0.67323,0.67235,0.6724
04/01/2024 15:00,0.6724,0.67282,0.67089,0.67128
04/01/2024 16:00,0.67128,0.6714,0.6697,0.67006
04/01/2024 17:00,0.67006,0.67172,0.67004,0.67102
04/01/2024 18:00,0.67104,0.67168,0.67051,0.67088
04/01/2024 19:00,0.67089,0.67092,0.66964,0.67028
04/01/2024 20:00,0.67028,0.67061,0.66998,0.67013
04/01/2024 21:00,0.67013,0.67053,0.66982,0.67033
04/01/2024 22:00,0.67033,0.6706,0.67004,0.67043
04/01/2024 23:00,0.67036,0.67073,0.67011,0.67059
05/01/2024 00:00,0.67066,0.6708,0.6699,0.67038
05/01/2024 01:00,0.67043,0.67075,0.67032,0.67058
05/01/2024 02:00,0.67057,0.67128,0.67029,0.67066
05/01/2024 03:00,0.67065,0.67164,0.67034,0.6711
